datetime,IMERG_PRECTOT
2009-04-14,11.02
2009-04-15,0.04
2009-04-16,0.0
2009-04-17,0.02
2009-04-18,7.32
2009-04-19,5.03
2009-04-20,0.22
2009-04-21,0.2
2009-04-22,1.33
2009-04-23,1.5
2009-04-24,5.43
2009-04-25,8.65
2009-04-26,0.4
2009-04-27,17.08
2009-04-28,6.12
2009-04-29,0.39
2009-04-30,0.75
2009-05-01,0.85
2009-05-02,1.39
2009-05-03,0.47
2009-05-04,0.0
2009-05-05,0.59
2009-05-06,0.87
2009-05-07,0.0
2009-05-08,0.0
2009-05-09,0.85
2009-05-10,6.66
2009-05-11,1.01
2009-05-12,0.05
2009-05-13,0.02
2009-05-14,0.47
2009-05-15,0.06
2009-05-16,0.35
2009-05-17,0.0
2009-05-18,1.32
2009-05-19,0.86
2009-05-20,1.48
2009-05-21,0.25
2009-05-22,0.02
2009-05-23,1.04
2009-05-24,0.45
2009-05-25,0.24
2009-05-26,0.17
2009-05-27,8.96
2009-05-28,4.13
2009-05-29,30.97
2009-05-30,0.41
2009-05-31,0.04
2009-06-01,0.0
2009-06-02,0.0
2009-06-03,0.0
2009-06-04,0.0
2009-06-05,0.04
2009-06-06,0.0
2009-06-07,0.04
2009-06-08,0.0
2009-06-09,0.31
2009-06-10,0.78
2009-06-11,0.01
2009-06-12,0.0
2009-06-13,0.08
2009-06-14,0.0
2009-06-15,0.39
2009-06-16,0.0
2009-06-17,0.02
2009-06-18,0.01
